10:18:25,Working,runing...
10:18:26,Working,runing...
10:18:27,Working,runing...
10:18:28,Working,runing...
10:18:29,Working,runing...
10:18:30,Working,runing...
10:18:31,Working,runing...
10:18:32,Working,runing...
10:18:33,Working,runing...
10:18:34,Working,runing...
10:18:35,Working,runing...
10:18:36,Working,runing...
10:18:37,Working,runing...
10:18:38,Working,runing...
10:18:39,Working,runing...
10:18:40,Working,runing...
10:18:41,Working,runing...
10:18:42,Working,runing...
10:18:43,Working,runing...
10:18:44,Working,runing...
10:18:45,Working,runing...
10:18:46,Working,runing...
10:18:47,Working,runing...
10:18:48,Working,runing...
10:18:49,Working,runing...
10:18:50,Working,runing...
10:18:51,Working,runing...
10:18:52,Working,runing...
10:18:53,Working,runing...
10:18:54,Working,runing...
10:18:55,Working,runing...
10:18:56,Working,runing...
10:18:57,Working,runing...
10:18:58,Working,runing...
10:18:59,Working,runing...
10:19:00,Working,runing...
10:19:01,Working,runing...
10:19:02,Working,runing...
10:19:03,Working,runing...
10:19:04,Working,runing...
10:19:05,Working,runing...
10:19:06,Working,runing...
10:19:07,Working,runing...
10:19:08,Working,runing...
10:19:09,Working,runing...
10:19:10,Working,runing...
10:19:11,Working,runing...
10:19:12,Working,runing...
10:19:13,Working,runing...
10:19:14,Working,runing...
10:19:15,Working,runing...
10:19:16,Working,runing...
10:19:17,Working,runing...
10:19:19,Working,runing...
10:19:20,Working,runing...
10:19:21,Working,runing...
10:19:22,Working,runing...
10:19:23,Working,runing...
10:19:24,Working,runing...
10:19:25,Working,runing...
10:19:26,Working,runing...
10:19:27,Working,runing...
10:19:28,Working,runing...
10:19:29,Working,runing...
10:19:30,Working,runing...
10:19:31,Working,runing...
10:19:32,Working,runing...
10:19:33,Working,runing...
10:19:34,Working,runing...
10:19:35,Working,runing...
10:19:36,Working,runing...
10:19:37,Working,runing...
10:19:38,Working,runing...
10:19:39,Working,runing...
10:19:40,Working,runing...
10:19:41,Working,runing...
10:19:42,Working,runing...
10:19:43,Working,runing...
10:19:44,Working,runing...
10:19:45,Working,runing...
10:19:46,Working,runing...
10:19:47,Working,runing...
10:19:48,Working,runing...
10:19:49,Working,runing...
10:19:50,Working,runing...
10:19:51,Working,runing...
10:19:52,Working,runing...
10:19:53,Working,runing...
10:19:54,Working,runing...
10:19:55,Working,runing...
10:19:56,Working,runing...
10:19:57,Working,runing...
10:19:58,Working,runing...
10:19:59,Working,runing...
10:20:00,Working,runing...
10:20:01,Working,runing...
10:20:02,Working,runing...
10:20:03,Working,runing...
10:20:04,Working,runing...
10:20:05,Working,runing...
10:20:06,Working,runing...
10:20:07,Working,runing...
10:20:08,Working,runing...
10:20:09,Working,runing...
10:20:10,Working,runing...
10:20:12,Working,runing...
10:20:13,Working,runing...
10:20:14,Working,runing...
10:20:15,Working,runing...
10:20:16,Working,runing...
10:20:17,Working,runing...
10:20:18,Working,runing...
10:20:19,Working,runing...
10:20:20,Working,runing...
10:20:21,Working,runing...
10:20:22,Working,runing...
10:20:23,Working,runing...
10:20:24,Working,runing...
10:20:25,Working,runing...
10:20:26,Working,runing...
10:20:27,Working,runing...
10:20:28,Working,runing...
10:20:29,Working,runing...
10:20:30,Working,runing...
10:20:31,Working,runing...
10:20:32,Working,runing...
10:20:33,Working,runing...
10:20:34,Working,runing...
10:20:35,Working,runing...
10:20:36,Working,runing...
10:20:37,Working,runing...
10:20:38,Working,runing...
10:20:39,Working,runing...
10:20:40,Working,runing...
10:20:41,Working,runing...
10:20:42,Working,runing...
10:20:43,Working,runing...
10:20:44,Working,runing...
10:20:45,Working,runing...
10:20:46,Working,runing...
10:20:47,Working,runing...
10:20:48,Working,runing...
10:20:49,Working,runing...
10:20:50,Working,runing...
10:20:51,Working,runing...
10:20:52,Working,runing...
10:20:53,Working,runing...
10:20:54,Working,runing...
10:20:55,Working,runing...
10:20:56,Working,runing...
10:20:57,Working,runing...
10:20:58,Working,runing...
10:21:00,Working,runing...
