09:16:04,Working,runing...
09:16:05,Working,runing...
09:16:06,Working,runing...
09:16:07,Working,runing...
09:16:08,Working,runing...
09:16:09,Working,runing...
09:16:10,Working,runing...
09:16:11,Working,runing...
09:16:12,Working,runing...
09:16:13,Working,runing...
09:16:14,Working,runing...
09:16:15,Working,runing...
09:16:16,Working,runing...
09:16:17,Working,runing...
09:16:18,Working,runing...
09:16:19,Working,runing...
09:16:20,Working,runing...
09:16:21,Working,runing...
09:16:22,Working,runing...
09:16:23,Working,runing...
09:16:24,Working,runing...
09:16:25,Working,runing...
09:16:26,Working,runing...
09:16:27,Working,runing...
09:16:28,Working,runing...
09:16:29,Working,runing...
09:16:31,Working,runing...
09:16:32,Working,runing...
09:16:33,Working,runing...
09:16:34,Working,runing...
09:16:35,Working,runing...
09:16:36,Working,runing...
09:16:37,Working,runing...
09:16:38,Working,runing...
09:16:39,Working,runing...
09:16:40,Working,runing...
09:16:41,Working,runing...
09:16:42,Working,runing...
09:16:43,Working,runing...
09:16:44,Working,runing...
09:16:45,Working,runing...
09:16:46,Working,runing...
09:16:47,Working,runing...
09:16:48,Working,runing...
09:16:49,Working,runing...
09:16:50,Working,runing...
09:16:51,Working,runing...
09:16:52,Working,runing...
09:16:53,Working,runing...
09:16:54,Working,runing...
09:16:55,Working,runing...
09:16:56,Working,runing...
09:16:57,Working,runing...
09:16:58,Working,runing...
09:16:59,Working,runing...
09:17:00,Working,runing...
09:17:01,Working,runing...
09:17:02,Working,runing...
09:17:03,Working,runing...
09:17:04,Working,runing...
09:17:05,Working,runing...
09:17:06,Working,runing...
09:17:07,Working,runing...
09:17:08,Working,runing...
09:17:09,Working,runing...
09:17:10,Working,runing...
09:17:11,Working,runing...
09:17:12,Working,runing...
09:17:13,Working,runing...
09:17:14,Working,runing...
09:17:15,Working,runing...
09:17:16,Working,runing...
09:17:17,Working,runing...
09:17:18,Working,runing...
09:17:19,Working,runing...
09:17:20,Working,runing...
09:17:22,Working,runing...
09:17:23,Working,runing...
09:17:24,Working,runing...
09:17:25,Working,runing...
09:17:26,Working,runing...
09:17:27,Working,runing...
09:17:28,Working,runing...
09:17:29,Working,runing...
09:17:30,Working,runing...
09:17:31,Working,runing...
09:17:32,Working,runing...
09:17:33,Working,runing...
